Name,Detail description en,Detail description vn,Location
Bánh mì xíu mại,"Bread served with pork meatball soup (xíu mại) in a savory tomato-based broth; meatballs made with ground pork and spices. Ingredients: thịt xay, cà chua, bánh mì, hành. Taste: savory, comforting and slightly tangy. Best time: breakfast. Story: Chinese-Vietnamese influenced dish popular as morning street food.","Bánh mì xíu mại gồm xíu mại (thịt viên) trong nước sốt cà chua ăn cùng bánh mì. Nguyên liệu: thịt xay, cà chua, bánh mì, hành. Vị: đậm, ấm và hơi chua. Thời điểm: ăn sáng. Câu chuyện: chịu ảnh hưởng Trung Hoa, món sáng vỉa hè phổ biến.",Hà Nội / Sài Gòn
Bò tơ cuốn lá lốt,"Young beef rolls grilled in lá lốt, tender and flavorful, often served with rice or rice paper wraps. Ingredients: bò tơ, lá lốt, rau, nước chấm. Taste: tender, aromatic and lightly charred. Best time: dinner or family meal. Story: Specialty using young cattle meat prized for tenderness (e.g., Bò tơ Củ Chi).","Bò tơ cuốn lá lốt là thịt bò non nướng trong lá lốt, mềm và thơm, ăn kèm rau hoặc cơm. Nguyên liệu: bò tơ, lá lốt, rau, nước chấm. Vị: mềm, thơm và hơi khói. Thời điểm: tối hoặc bữa gia đình. Câu chuyện: dùng thịt bò non đặc sản như bò tơ Củ Chi để tăng độ mềm và ngon.",Hồ Chí Minh (Củ Chi)
Cháo gà,"Chicken congee seasoned with ginger and scallions, often topped with shredded chicken and fried shallots. Ingredients: gạo, gà, gừng, hành. Taste: mild, comforting and warming. Best time: breakfast or when ill. Story: Classic comfort food across Vietnamese households.","Cháo gà là cháo nấu với gà, gừng và hành, rắc hành phi và gà xé. Nguyên liệu: gạo, gà, gừng, hành. Vị: thanh, ấm và dễ ăn. Thời điểm: sáng hoặc khi ốm. Câu chuyện: món an ủi quen thuộc trong mọi gia đình Việt.",Toàn quốc
Bún măng nấm chay (món chay truyền thống),"Vegetarian vermicelli soups using bamboo shoots, tofu, mushrooms and vegetable broth, often served during Buddhist festivals. Ingredients: bún, đậu, măng, nấm. Taste: light, umami and herbal. Best time: festival days or vegetarian preference. Story: Reflects Vietnam’s Buddhist vegetarian culinary tradition.","Bún măng nấm chay là bún trong nước dùng rau với măng, đậu, nấm; thường dùng trong ngày chay. Nguyên liệu: bún, đậu, măng, nấm. Vị: nhẹ, umami và nhiều rau thơm. Thời điểm: ngày lễ Phật, người ăn chay hoặc muốn ăn nhẹ. Câu chuyện: phản ánh truyền thống ẩm thực chay của Phật tử Việt Nam.",Toàn quốc
Bánh mì pate gan,"Vietnamese baguette generously spread with liver pâté, often with ham, pickles and chili. Ingredients: pate gan, bánh mì, thịt nguội, đồ chua. Taste: rich, creamy and tangy. Best time: breakfast or snack. Story: Classic bánh mì filling influenced by French pâté traditions.","Bánh mì pate gan là bánh mì được phết pate gan, kèm thịt nguội, đồ chua và ớt. Nguyên liệu: pate gan, bánh mì, thịt nguội, đồ chua. Vị: béo, mịn và chua nhẹ. Thời điểm: sáng hoặc ăn vặt. Câu chuyện: kết hợp truyền thống pate Pháp với phong cách ăn nhanh Việt.",Toàn quốc
Bột lọc trần,"Tapioca dumplings boiled (not wrapped) filled with shrimp and pork then topped with fried onion and fish sauce. Ingredients: bột năng, tôm, thịt, hành phi. Taste: chewy, savory and fragrant. Best time: snack or appetizer. Story: Variation of bánh bột lọc commonly found in central Vietnam.","Bột lọc trần là bánh bột năng luộc, nhân tôm và thịt, rưới hành phi và nước mắm. Nguyên liệu: bột năng, tôm, thịt, hành phi. Vị: dai, đậm và thơm. Thời điểm: ăn vặt hoặc khai vị. Câu chuyện: biến thể bột lọc phổ biến ở miền Trung.",Huế / Miền Trung
Bánh mì chả cá,"Baguette filled with grilled or fried fish cake (chả cá), pickles, herbs and chili. Ingredients: chả cá, bánh mì, đồ chua, rau. Taste: savory, slightly sweet and aromatic. Best time: breakfast/snack. Story: Coastal vendors often serve fish-based sandwiches as local variation of bánh mì.","Bánh mì chả cá là bánh mì kẹp chả cá nướng/chiên, đồ chua và rau thơm. Nguyên liệu: chả cá, bánh mì, đồ chua, rau. Vị: mặn, hơi ngọt và thơm. Thời điểm: sáng hoặc ăn vặt. Câu chuyện: biến thể bánh mì vùng duyên hải dùng sản phẩm cá địa phương.","Ven biển (Nha Trang, Đà Nẵng)"
Bánh chuối nướng,"Baked banana cake with coconut milk and sometimes pandan, sweet and fragrant, often sold warm. Ingredients: chuối, nước cốt dừa, đường, bột. Taste: sweet, aromatic and moist. Best time: dessert or snack. Story: Home-style dessert common in many regions.","Bánh chuối nướng làm từ chuối, nước cốt dừa và bột, thơm và ẩm, thường ăn nóng. Nguyên liệu: chuối, nước cốt dừa, đường, bột. Vị: ngọt, thơm và ẩm. Thời điểm: tráng miệng hoặc ăn vặt. Câu chuyện: món bánh nhà làm phổ biến khắp nơi.",Toàn quốc
Bánh mì que Hà Nội,"Thin crispy baguette sticks sometimes filled with pate or butter, crunchy and eaten as snack. Ingredients: bột mì, pate/butter. Taste: crispy, light and savory. Best time: snack or breakfast. Story: French-inspired mini baguette popular in Hanoi bakeries.","Bánh mì que là những que bánh mì giòn, đôi khi có nhân pate hoặc bơ, thường ăn vặt. Nguyên liệu: bột mì, pate/bơ. Vị: giòn, nhẹ và mặn. Thời điểm: ăn vặt hoặc sáng. Câu chuyện: ảnh hưởng bánh mì Pháp, phổ biến trong hiệu bánh Hà Nội.",Hà Nội
Bánh lọc trần Huế,"Clear tapioca dumplings from Hue served without wrapper, stuffed with shrimp and pork then topped with fried shallots and fish sauce. Ingredients: bột năng, tôm, thịt, hành phi. Taste: chewy, savory and fragrant. Best time: snack or appetizer. Story: Hue specialty emphasizing delicate textures.","Bánh lọc trần Huế là bánh bột năng trong, nhân tôm thịt, rắc hành phi và nước mắm. Nguyên liệu: bột năng, tôm, thịt, hành phi. Vị: dai, đậm và thơm. Thời điểm: ăn vặt hoặc khai vị. Câu chuyện: đặc sản Huế nhấn mạnh độ mềm mại và kỹ thuật làm bánh.",Huế
Bánh patê sô,"Small baked puff pastry sandwich filled with savory beef or chicken pâté; crispy and buttery. Ingredients: puff pastry, pate, thịt. Taste: buttery, savory and slightly sweet pastry. Best time: snack with coffee. Story: French-influenced bakery item adapted into Vietnamese tastes.","Bánh patê sô là bánh mì nhỏ vỏ bơ xốp, nhân pate hoặc thịt, giòn và bùi. Nguyên liệu: pate, vỏ bánh bơ. Vị: bùi, mặn và vỏ hơi ngọt. Thời điểm: ăn vặt kèm cà phê. Câu chuyện: đồ ngọt chịu ảnh hưởng Pháp, được Việt hóa.",Hà Nội / Sài Gòn
Bún chả Hà Nội (variation: bún chả nem),"Variation combining grilled pork patties (bún chả) and fried spring roll (nem) served with bún, herbs and dipping broth. Ingredients: thịt nướng, nem rán, bún, nước mắm. Taste: smoky, crispy and balanced with tangy dip. Best time: lunch/dinner. Story: Popular fusion of two beloved Hanoi street foods.","Biến thể bún chả kèm nem rán: thịt nướng + nem rán ăn với bún và nước chấm. Nguyên liệu: thịt nướng, nem rán, bún, nước mắm. Vị: khói, giòn và cân bằng bởi nước chấm chua ngọt. Thời điểm: trưa hoặc tối. Câu chuyện: sự kết hợp của hai món đường phố Hà Nội rất được ưa chuộng.",Hà Nội
Bánh căn,"Small skillet pancakes from central Vietnam made of rice batter and topped with shrimp, egg or scallions; served with fish sauce and greens. Ingredients: bột gạo, tôm, trứng, mắm. Taste: crispy edges, soft center, savory. Best time: snack or breakfast. Story: Popular in Nha Trang and central coastal towns as street fare.","Bánh căn là bánh chiên nhỏ từ bột gạo, phủ tôm hoặc trứng, chấm nước mắm và ăn kèm rau. Nguyên liệu: bột gạo, tôm, trứng, nước mắm. Vị: giòn viền, mềm giữa và đậm. Thời điểm: ăn vặt hoặc sáng. Câu chuyện: phổ biến ở Nha Trang và miền Trung ven biển.",Nha Trang / miền Trung
Gỏi đu đủ,"Green papaya salad tossed with dried shrimp, peanuts, herbs, chili and a sweet-sour fish sauce dressing. Ingredients: đu đủ non, tôm khô, lạc, ớt, nước mắm. Taste: crunchy, sweet-sour, spicy and herbaceous. Best time: appetizer or snack. Story: Popular across Vietnam with slight regional tweaks.","Gỏi đu đủ là món gỏi từ đu đủ non, tôm khô, lạc, rau thơm và nước mắm chua ngọt. Nguyên liệu: đu đủ non, tôm khô, lạc, ớt, nước mắm. Vị: giòn, chua ngọt, cay và thơm. Thời điểm: khai vị hoặc ăn vặt. Câu chuyện: món gỏi thông dụng khắp nước, mỗi vùng có cách chế biến khác nhau.",Toàn quốc
Bún măng vịt Bắc Ninh,"Regional version of duck and bamboo shoot noodle soup, often richer with local herbs and spices. Ingredients: vịt, măng, bún, rau thơm. Taste: rich, aromatic and savory. Best time: lunch/dinner. Story: Local specialty reflecting northern comfort flavors.","Bún măng vịt Bắc Ninh là biến thể khu vực với nước dùng đậm và nhiều rau thơm. Nguyên liệu: vịt, măng, bún, rau. Vị: đậm, thơm và mặn. Thời điểm: trưa hoặc tối. Câu chuyện: đặc sản địa phương phản ánh khẩu vị miền Bắc.",Bắc Ninh
Bánh canh,"Thick tapioca or rice noodle soup served with crab, pork, fish cake or shrimp in a hearty broth. Ingredients: bánh canh (bột gạo/bột năng), hải sản/thịt, nước dùng. Taste: thick, comforting and umami. Best time: lunch/dinner. Story: Coastal and central Vietnam comfort food with many local variants.","Bánh canh là món nước với sợi bánh to làm từ bột gạo hoặc bột năng, ăn cùng cua, chả, tôm hoặc thịt. Nguyên liệu: bột, hải sản/thịt, nước dùng. Vị: đặc, ấm và umami. Thời điểm: trưa hoặc tối. Câu chuyện: món an ủi của miền Trung và ven biển, có nhiều phiên bản địa phương.",Miền Trung / ven biển
Lẩu cá kèo,"Mekong hotpot featuring small goby fish (cá kèo) cooked in a tamarind or sour broth with morning glory, herbs and rice paper. Ingredients: cá kèo, me, rau, bún/bánh tráng. Taste: sour, savory and herby. Best time: communal dinner. Story: Southern specialty often enjoyed in groups with dipping fish sauce.","Lẩu cá kèo là lẩu miền Tây với cá kèo, nước me hoặc chua, rau muống và bánh tráng/bún. Nguyên liệu: cá kèo, me, rau, bún. Vị: chua, đậm và nhiều rau thơm. Thời điểm: bữa tối tập thể. Câu chuyện: đặc sản Nam Bộ, thích hợp ăn nhóm và dùng cùng nước chấm cay.",Miền Tây
Bánh cuốn chấm chả,"Bánh cuốn served with slices of chả lụa and a side of fish sauce with fried shallots. Ingredients: bánh cuốn, chả lụa, nước mắm, hành phi. Taste: delicate, savory and fragrant. Best time: breakfast. Story: Popular Hanoi-style serving of bánh cuốn often paired with chả.","Bánh cuốn chấm chả là bánh cuốn ăn cùng chả lụa và nước mắm kèm hành phi. Nguyên liệu: bánh cuốn, chả lụa, nước mắm, hành phi. Vị: nhẹ nhàng, đậm và thơm. Thời điểm: ăn sáng. Câu chuyện: cách phục vụ phổ biến ở Hà Nội, kết hợp bánh cuốn với chả.",Hà Nội
Bánh tiêu,"Deep-fried hollow sesame-coated bun often filled with sweet mung bean paste or eaten plain. Ingredients: bột mì, đường, vừng, nhân đậu (optional). Taste: slightly sweet, airy and crunchy. Best time: breakfast/snack. Story: Common street bakery item across Vietnam.","Bánh tiêu là bánh rán rỗng, phủ vừng, có thể kẹp nhân đậu xanh hoặc ăn không. Nguyên liệu: bột mì, đường, vừng, nhân đậu. Vị: hơi ngọt, xốp và giòn. Thời điểm: sáng hoặc ăn vặt. Câu chuyện: bánh tiệm/cữ vỉa hè phổ biến khắp nước.",Toàn quốc
Bún ốc Tô Tịch (Hanoi style),"Hanoi-style snail noodle with sour tomato broth, tofu, snails and herbs served hot in a bowl. Ingredients: ốc, cà chua, đậu, bún, rau thơm. Taste: tangy, briny and aromatic. Best time: lunch/dinner. Story: Classic northern snail noodle sold at iconic stalls like Tô Tịch street.","Bún ốc kiểu Tô Tịch là bún ốc với nước dùng cà chua chua, đậu và rau thơm, ăn nóng. Nguyên liệu: ốc, cà chua, đậu, bún, rau. Vị: chua, mặn và thơm. Thời điểm: trưa hoặc tối. Câu chuyện: món bún ốc truyền thống Hà Nội, nổi tiếng ở các hàng như khu Tô Tịch.",Hà Nội
Cơm gà Hội An,"Hoi An chicken rice with fragrant oily rice, shredded chicken, herbs, and chili sauce; often includes chicken broth. Ingredients: gạo, gà, hành phi, rau thơm, nước sốt ớt. Taste: savory, fragrant and slightly oily. Best time: lunch. Story: Hoi An specialty famous for its distinct rice and local sauce.","Cơm gà Hội An gồm cơm thơm rải hành phi, gà xé, rau và nước sốt ớt, kèm nước dùng. Nguyên liệu: gạo, gà, hành phi, rau, nước sốt. Vị: đậm, thơm và hơi béo. Thời điểm: trưa. Câu chuyện: đặc sản Hội An nổi tiếng với công thức cơm và nước sốt riêng.",Hội An
Phở Hà Nội,"A clear beef broth noodle soup made with flat rice noodles, thinly sliced rare beef or brisket, and aromatic spices (star anise, cinnamon, ginger, onion). Taste is light, savory and fragrant. Best eaten for breakfast or lunch. Originated in northern Vietnam in early 20th century and became a national symbol of Vietnam.","Món súp phở bò với nước dùng trong, sợi phở mềm, thịt bò tái hoặc nạm, nấu cùng các gia vị như hoa hồi, quế, gừng và hành. Vị thanh, đậm mà thơm. Thường ăn sáng hoặc trưa. Phở phát triển ở miền Bắc đầu thế kỷ 20 và trở thành biểu tượng ẩm thực Việt.",Hà Nội
Phở Sài Gòn,"Southern-style pho uses richer, sweeter broth, larger variety of proteins (chicken, beef cuts), and fresh herbs and bean sprouts on the side. Taste is sweeter and more herbaceous than northern pho. Commonly eaten any time of day, especially lunch. Evolved with local preferences in Saigon (Ho Chi Minh City).","Phở miền Nam có nước dùng đậm, hơi ngọt, kèm nhiều loại thịt hơn (gà, nhiều phần thịt bò) và rau sống, giá đỗ. Vị ngọt và nhiều rau hơn phở Bắc. Thích hợp ăn mọi lúc, phổ biến vào bữa trưa. Phát triển theo khẩu vị Nam Bộ tại Sài Gòn.",Hồ Chí Minh
Bún chả Hà Nội,"Grilled pork patties and slices served with rice vermicelli, fresh herbs, and a sweet-sour fish sauce dip that often contains vinegar, sugar, garlic and chili. Taste is smoky, sweet-sour and savory. Best at lunchtime. Famously eaten by locals and tourists; former U.S. President Obama dined on it in Hanoi, raising its international profile.","Thịt nướng (chả và miếng thịt) ăn kèm bún, rau sống và nước chấm pha chua ngọt mặn, thường có tỏi, ớt. Vị khói, chua ngọt, đậm đà. Thường ăn trưa. Món nổi tiếng của Hà Nội, được biết đến rộng rãi sau khi các chính khách nước ngoài thưởng thức.",Hà Nội
Bún bò Huế,"Spicy beef and pork noodle soup from Huế made with lemongrass, shrimp paste and chili oil; includes slices of beef shank, oxtail, pig knuckles and sometimes congealed pig blood. Taste is spicy, savory and aromatic. Best for lunch or dinner. Originated in the former imperial city of Huế, reflecting central Vietnamese robust flavors.","Món bún nước cay với sườn bò, chân giò, chả, huyết, được nấu cùng sả, mắm ruốc và ớt. Vị cay nồng, đậm đà và thơm. Thích hợp ăn trưa hoặc tối. Phát triển ở Huế, mang hương vị miền Trung đậm đà.",Huế
Cao lầu,"A Hội An specialty of thick yellow rice noodles, slices of roasted pork, crispy rice crackers, bean sprouts and greens with a small amount of savory broth. Taste is chewy, smoky and slightly sweet. Best at lunch. Legend says the dish was influenced by Chinese and Japanese traders and uses water from local wells for unique texture.","Món đặc sản Hội An gồm sợi cao lầu dày, thịt heo quay thái lát, bánh tráng giòn, giá đỗ và rau sống với ít nước dùng. Vị dai, thơm, hơi ngọt và béo. Thường ăn trưa. Truyền thuyết cho rằng được ảnh hưởng bởi thương nhân Trung - Nhật, sợi cao lầu làm từ nước giếng cổ ở Hội An.",Hội An (Quảng Nam)
Mì Quảng,"Central Vietnamese noodle dish with turmeric yellow flat noodles, a small amount of intense broth, pork, shrimp or chicken, peanuts, herbs, and roasted rice crackers. Taste is savory, nutty and herbaceous. Best for lunch. Originates from Quảng Nam and is noted for its balance of textures and concentrated flavors.","Mì Quảng có sợi vàng nghệ, ít nước dùng đậm, kèm thịt heo, tôm hoặc gà, đậu phộng, rau thơm và bánh đa nướng. Vị đậm đà, bùi và nhiều rau thơm. Thường ăn trưa. Nguồn gốc ở Quảng Nam, nổi bật về sự cân bằng gia vị và kết cấu.",Quảng Nam
Bún riêu,"A tomato-based crab or shrimp paste noodle soup with rice vermicelli, topped with crab cakes, fried tofu, tomatoes, and herbs. Taste is tangy, savory and slightly sweet. Often eaten for lunch. Popular in northern and central Vietnam, with regional variations involving freshwater crab or canned paste.","Bún riêu có nước dùng cà chua chua nhẹ, dùng riêu cua hoặc mắm tôm với bún, đậu rán, cà chua và rau thơm. Vị chua ngọt, đậm đà. Thường ăn trưa. Phổ biến ở Bắc và Trung, có biến thể dùng cua đồng hoặc riêu hộp.",Hà Nội / Miền Bắc
Bánh mì Sài Gòn,"Vietnamese baguette sandwich filled with cold cuts, pork, pate, pickled carrots and daikon, cucumber, cilantro, and chili sauce. Taste is crunchy, savory and tangy. Best eaten fresh as breakfast or a snack. Created during French colonial period and adapted with Vietnamese ingredients to become a street-food staple.","Bánh mì baguette kẹp pa-tê, thịt nguội hoặc thịt nướng, đồ chua cà rốt-củ cải, dưa leo, ngò gai và tương ớt. Vị giòn, mặn và chua nhẹ. Nên ăn ngay khi làm xong, thường dùng làm bữa sáng hoặc ăn vặt. Hình thành dưới thời Pháp và lai tạo với nguyên liệu Việt.",Hồ Chí Minh
Bánh cuốn Thanh Trì,"Thin steamed rice rolls filled with minced pork and wood ear mushrooms, served with fried shallots, Vietnamese pork sausage and fish sauce. Taste is delicate, smooth and savory. Best as breakfast. A traditional Hanoi specialty with centuries-old techniques of steaming delicate rice sheets.","Bánh cuốn làm bằng lớp bột mỏng hấp, nhân thịt băm và mộc nhĩ, rắc hành phi, ăn kèm chả và nước mắm. Vị nhẹ nhàng, mượt mà và đậm đà. Phù hợp ăn sáng. Là đặc sản truyền thống Hà Nội với kỹ thuật hấp tỉ mỉ.",Hà Nội (Thanh Trì)
Bánh xèo,"Savory crispy rice pancake made with rice flour and turmeric, filled with shrimp, pork, bean sprouts and mung beans, wrapped in lettuce with herbs and dipped in fish sauce. Taste is crunchy, savory and aromatic. Best for lunch or dinner. The name means 'sizzling cake' referring to the sound when batter hits the hot skillet.","Bánh xèo là bánh giòn làm từ bột gạo pha nghệ, nhân tôm, thịt, giá và đậu xanh, cuốn với rau sống và chấm nước mắm. Vị giòn, béo và thơm. Thích hợp ăn trưa hoặc tối. Tên gọi xuất phát từ tiếng xèo xèo khi đổ bột lên chảo nóng.",Miền Nam / Miền Trung
Gỏi cuốn (fresh spring rolls),"Fresh rice paper rolls filled with shrimp, pork, rice vermicelli, and herbs, served with peanut or hoisin dipping sauce. Taste is fresh, light and herbaceous. Often eaten as appetizer or snack any time of day. Popular for its freshness and simplicity.","Gỏi cuốn cuốn bằng bánh tráng, nhân tôm, thịt, bún và rau thơm, chấm tương đậu phộng hoặc nước mắm chua ngọt. Vị tươi, nhẹ và nhiều rau. Thường ăn khai vị hoặc ăn vặt. Nổi tiếng vì tươi ngon và giản dị.",Nationwide
Chả cá Lã Vọng,"Hanoi specialty of turmeric-marinated fish (usually catfish) grilled or fried and served over bun (vermicelli) with dill, scallions, peanuts and a dipping sauce. Taste is aromatic, savory and slightly oily. Best at lunch or dinner. Originated in a renowned Old Quarter restaurant and named after the original eatery.","Món chả cá Hà Nội ướp nghệ, thì là, hành và chiên/nướng, ăn kèm bún, lạc và mắm chấm. Vị thơm của thì là, đậm đà và béo. Thích hợp ăn trưa hoặc tối. Ra đời ở khu phố cổ Hà Nội và gắn với tên quán Lã Vọng nổi tiếng.",Hà Nội
Cơm tấm Sài Gòn,"Broken rice served with grilled pork (sườn), shredded pork skin, fried egg, pickles and fish sauce. Taste is savory, slightly sweet and satisfying. Typically eaten for breakfast or lunchtime. Originated as a poor people's dish using broken rice grains, later becoming iconic street food in Saigon.","Cơm tấm gồm cơm tấm hạt vỡ ăn kèm sườn nướng, bì, trứng ốp la, đồ chua và nước mắm. Vị đậm, hơi ngọt và no bụng. Thường ăn sáng hoặc trưa. Bắt nguồn từ lúa tấm, món dân dã đã trở thành đặc sản Sài Gòn.",Hồ Chí Minh
Hủ tiếu Nam Vang,"Cambodian-influenced noodle soup with clear pork and seafood broth, rice noodles, minced pork, shrimp, quail eggs and herbs. Taste is light, savory and slightly sweet. Popular as breakfast or late-night meal. Adapted by Vietnamese from Khmer and Chinese immigrants in Saigon.","Hủ tiếu Nam Vang có nước dùng heo và hải sản trong, kèm bún, thịt bằm, tôm, trứng cút và rau. Vị nhẹ, đậm và hơi ngọt. Phổ biến ăn sáng hoặc ăn khuya. Món được Việt hóa từ ẩm thực Khmer và Hoa tại Sài Gòn.",Hồ Chí Minh
Bánh đa cua Hải Phòng,"A hearty crab noodle soup with thick rice noodles or bánh đa, crab meat, tomatoes and sometimes pork blood and quail eggs. Taste is rich, slightly sweet and crab-forward. Best for lunch. A signature dish of Hai Phong on the northern coast.","Bánh đa cua là bún/các loại bánh đa ăn với cua, cà chua, có khi có tiết hoặc trứng cút. Vị đậm, ngọt nhẹ và hơi thiên về cua. Thường ăn trưa. Đặc sản của Hải Phòng ven biển Bắc Bộ.",Hải Phòng
Bánh bèo Huế,"Small steamed rice cakes topped with minced shrimp, scallion oil and crispy pork cracklings, served with a light fish sauce. Taste is soft, savory and slightly sweet. Often eaten as snack or light meal. A central Vietnamese specialty from Huế with delicate presentation.","Bánh bèo là những đĩa bột gạo hấp nhỏ, rưới tôm băm, mỡ hành và tóp mỡ, ăn với nước mắm. Vị mềm, mặn và hơi ngọt. Thường ăn vặt hoặc bữa nhẹ. Đặc sản Huế nổi tiếng về cách trình bày tinh tế.",Huế
Bánh nậm Huế,"Flat steamed rice cake wrapped in banana leaf with minced shrimp and pork filling, seasoned with fish sauce and pepper. Taste is savory and slightly chewy. Best as snack or appetizer. Traditional from Huế and part of royal-influenced central Vietnamese cuisine.","Bánh nậm là bánh gói lá chuối, nhân tôm thịt băm, hấp chín, thường chấm nước mắm. Vị mặn, dai nhẹ. Thường ăn vặt hoặc làm khai vị. Có nguồn gốc từ Huế, mang dấu ấn ẩm thực cung đình Miền Trung.",Huế
Bánh lọc Huế,"Small clear tapioca dumplings filled with shrimp and pork, wrapped in banana leaf and steamed. Taste is chewy, savory and slightly sweet from shrimp. Great as snack or appetizer. Another Huế classic known for its translucent appearance and bouncy texture.","Bánh lọc là bánh bột năng trong suốt, nhân tôm thịt, gói lá chuối rồi hấp. Vị dai, mặn và ngọt nhẹ từ tôm. Thích hợp ăn vặt. Món Huế nổi tiếng với vẻ trong và độ dai đặc trưng.",Huế
Bún mắm,"Flavorful Mekong-style noodle soup made with fermented fish paste (mắm), assorted seafood, pork, and vegetables. Taste is pungent, savory, umami and layered. Best for lunch or dinner. A southern specialty prized for deep, complex flavors and use of fermented ingredients.","Bún mắm là bún nước dùng làm từ mắm (mắm cá), kèm hải sản, thịt và rau. Vị nồng, mặn, umami và nhiều tầng. Thường ăn trưa hoặc tối. Đặc sản miền Tây Nam Bộ, nổi bật bằng mùi vị đậm đà từ mắm.",Miền Tây / Cần Thơ
Bún thịt nướng,"Vermicelli topped with grilled caramelized pork, fresh herbs, pickles, peanuts and fish sauce dressing. Taste is sweet, smoky and fresh. Commonly eaten for lunch or dinner. A popular street food across Vietnam, with local variations in toppings and sauces.","Bún có thịt nướng ướp sả, nước mắm, đường, ăn kèm rau, đồ chua, đậu phộng và nước chấm. Vị ngọt, khói và tươi mát. Thường ăn trưa hoặc tối. Món ăn đường phố phổ biến với nhiều biến thể địa phương.",Nationwide
Bánh khọt Vũng Tàu,"Small savory deep-fried rice pancakes topped with shrimp and served with herbs and dipping sauce. Taste is crispy, savory and aromatic. Best as snack or casual meal, especially seaside. Famous in Vũng Tàu and southern coastal towns.","Bánh khọt là bánh nhỏ chiên giòn từ bột gạo, có tôm trên mặt, ăn kèm rau và nước mắm. Vị giòn, mặn và thơm. Thường ăn vặt hoặc bữa nhẹ ven biển. Nổi tiếng ở Vũng Tàu và các tỉnh duyên hải Nam Bộ.",Vũng Tàu
Bánh canh cua,"Thick noodle soup with crab, often with pork, quail egg and fried shallots. Uses thick tapioca or rice noodles (bánh canh). Taste is rich, slightly sweet and savory. Served as lunch or dinner. Popular in central coastal regions.","Bánh canh cua là canh bánh sợi dày với cua, có thể có thịt heo, trứng cút và hành phi. Vị đậm, ngọt nhẹ và thơm cua. Thường ăn trưa hoặc tối. Phổ biến tại các tỉnh duyên hải miền Trung.",Miền Trung
Cháo lòng,"Rice porridge cooked with pork offal (intestines, liver, heart), herbs and sometimes fried breadsticks. Taste is comforting, savory and gently spiced. Eaten for breakfast or late-night snack. A common Vietnamese comfort food with street vendors across cities.","Cháo nấu với lòng heo (ruột, gan, tim), hành, tiêu và đôi khi ăn kèm quẩy. Vị ấm, mặn và dễ ăn. Thường ăn sáng hoặc ăn khuya. Món an ủi phổ biến trên đường phố Việt Nam.",Nationwide
Nem rán (Chả giò),"Crispy fried spring rolls filled with minced pork, mushrooms, glass noodles and vegetables, often served with lettuce and fish sauce. Taste is crunchy, savory and aromatic. Served as appetizer, side dish or main at gatherings. Traditional dish in northern and southern variants.","Nem rán (chả giò) là cuốn chiên giòn nhân thịt, nấm, miến và rau, ăn kèm rau sống và nước chấm. Vị giòn, mặn và thơm. Thường làm khai vị, ăn cùng bữa tiệc. Có nhiều biến thể Bắc - Nam.",Nationwide
Xôi xéo Hà Nội,"Sticky rice topped with mashed mung beans, fried shallots and oil; often served with pate or boiled egg. Taste is savory, slightly sweet and fragrant from shallots. Best at breakfast. A traditional Hanoi street breakfast with simple, comforting flavors.","Xôi xéo là xôi đậu xanh dẹp, rắc hành phi và mỡ hành, có khi ăn kèm pa-tê hoặc trứng. Vị mặn, hơi ngọt và thơm hành phi. Thường ăn sáng. Món ăn đường phố Hà Nội truyền thống, giản dị nhưng đậm chất quê.",Hà Nội
Xôi vò,"Sticky rice mixed with crushed mung beans and coconut, often shaped into cakes. Taste is sweet, nutty and fragrant. Commonly eaten for breakfast or as snack. A traditional northern Vietnam sweet snack with roots in countryside celebrations.","Xôi vò là xôi trộn đậu xanh giã nhỏ, thường có dừa và đường, được nặn thành miếng. Vị ngọt, bùi và thơm. Thường ăn sáng hoặc ăn vặt. Là món xôi truyền thống miền Bắc, thường thấy trong dịp lễ làng.",Northern Vietnam
Bánh chưng,"Square glutinous rice cake filled with mung bean and pork, wrapped in dong leaves and boiled. Taste is savory, sticky and aromatic from leaves. Traditionally prepared and eaten at Tet (Lunar New Year). Symbolizes earth in Vietnamese culture and is central to Tet celebrations.","Bánh chưng là bánh nếp vuông nhân đậu xanh và thịt, gói lá dong, luộc chín. Vị mặn, dẻo và mùi lá đặc trưng. Là món truyền thống trong Tết, biểu tượng của đất trong văn hóa Việt.",Nationwide (origin Trung Bộ)
Bánh tét,"Cylindrical glutinous rice cake with mung bean and pork, wrapped in banana leaves and boiled. Taste is similar to bánh chưng but often sweeter in the South. Eaten during Tet as a substitute for bánh chưng in southern regions; symbolizes the sky.","Bánh tét là bánh nếp hình dài, nhân đậu xanh và thịt, gói lá chuối và luộc. Vị gần giống bánh chưng nhưng miền Nam thường làm ngọt hơn. Thường dùng trong Tết, ở miền Nam phổ biến hơn.",Miền Nam
Bánh tráng nướng Đà Lạt,"Grilled rice paper topped with egg, dried shrimp, scallions, and various sauces, often called 'Vietnamese pizza'. Taste is smoky, savory and crunchy. Popular as street food and night snack in Đà Lạt. A creative mountain-town specialty loved by youth and tourists.","Bánh tráng nướng là bánh tráng nướng trực tiếp trên lửa, thêm trứng, tôm khô, hành lá và sốt, thường gọi vui là 'pizza Việt'. Vị khói, mặn và giòn. Món ăn vặt đêm nổi tiếng ở Đà Lạt, thu hút du khách.",Đà Lạt
